model,KL,JSD
BPR,2.1950941616934028,0.06223109407466921
BPR,9.288177635265459,0.22696173751127466
BPR,4.097865261842374,0.1161062300392908
BPR,1.7741217927388464,0.08129683931617099
BPR,2.0098346883633322,0.07295202634377575
BPR,8.415107138570928,0.20871386281191023
BPR,4.294369963432897,0.1372011437478893
BPR,0.07765983364226742,0.02673582587746428
BPR,6.62952016500337,0.1735854421958832
BPR,9.53878131712977,0.2526875555318159
BPR,4.5889901324608475,0.13479673352632715
BPR,1.8907356249057798,0.08485006805587421
BPR,1.6518984707543805,0.10045521342843315
BPR,0.17005088002171387,0.058251999128391845
