user	KL	JSD
user_1k2wiF9m	0.04403915690971966	0.01835188311145157
user_1k4eabhx	0.07653948327185398	0.027854654666667977
user_1kMoME5t	0.3995836989256351	0.03170551059379031
user_1ks3wsKF	1.2293724425182064	0.13521468643311438
user_1lJ1BveB	1.4025638049508173	0.09802478041618427
user_1lNQnFVX	0.1246846438632528	0.05116043021498706
user_1lTJ5HjL	0.37736783686205644	0.02059244616991657
user_1mPPCGc2	0.07469666915682234	0.03278241206763016
user_1mUOAO12	0.07121197134649726	0.02325303258600508
user_1myzc9mk	0.039001485353258356	0.014552607550244507
user_1mz8A49e	0.06454993788823327	0.022520933151161535
user_1nb8f1Km	0.05375110418716501	0.019874320788777128
user_1nnGK6T5	0.018230495878868685	0.007990024748477226
user_1nokZnIw	0.06634307168891553	0.022582050111927203
user_1nsE7z7d	0.043612113655704	0.018282086567129086
user_1o2CEIHg	0.017813542692231357	0.0077434757095822355
user_1o41Zfhe	0.46591146223920477	0.0319048834881804
user_1oFcbKK1	0.10559307075951047	0.04104302370871127
user_1oX2GSn6	0.2737639100588013	0.02873045513944599
user_1obnVIzm	0.04808538530955392	0.020657747889027696
user_1p8I4rAR	0.06453561839705896	0.024253116794137698
user_1pR5Aq8d	0.04659829759713059	0.017404495462206227
user_1ptkfGiG	0.04319753094466677	0.015940596699759932
user_1q9TYTok	0.3420138836986656	0.03077206131876217
user_1qYsMehp	0.10394942773403383	0.04484907806131138
user_1qjyi7J2	0.3955296519118113	0.016678813365530776
user_1quLjfwQ	0.3754089408885781	0.03867715423662895
user_1qvhrwPJ	0.015940574587720746	0.005862348838068484
user_1r1FGqxz	0.09743323660013699	0.03872133401236821
user_1r1FnPha	0.8677327063551232	0.35425816758274287
user_1r2Ub6IA	0.033735896140221384	0.011787239270919011
user_1rNakRYW	0.07874178930759365	0.03206723124410686
user_1rTjeYEN	0.7746608263366876	0.04797650564715338
user_1raVtcFl	0.08571813437785242	0.032215816544755055
user_1ri95I87	0.03514873189667167	0.013466936936661447
user_1rm4NmDG	0.38031451900553825	0.03595376398991539
user_1s39uidm	0.06588911331207213	0.025858342995726865
user_1s5AY5Xz	0.004672959184489544	0.001725818639381659
user_1sUBSLfI	0.06507206070589124	0.030564919945636138
user_1syS4lmk	0.13849051535189802	0.050635900281899224
user_1tYMPWzt	0.019080636861977057	0.006748577026867053
user_1tbCBIuJ	0.3674329393374618	0.016903578039938656
user_1tdKlpJn	0.06659188150623269	0.025053956719340017
user_1tfLmMzw	0.08456089098710774	0.03360448756970678
user_1twOybfh	0.04067153738918411	0.018897368529325106
user_1uExxB0r	0.06849335140876947	0.02268640497909143
user_1uKBfvP7	0.15376069793342897	0.05367687321864624
user_1ust7Mdd	0.7232696294639096	0.061837680581150384
user_1uuvfpkw	0.02952328792502296	0.012170075181769633
user_1uvoyXc0	0.06717928816495417	0.027216083077032396
user_1v26F8U8	0.08882722810819091	0.030148059959450083
user_1v8oxHKs	0.19573315641158823	0.0744224545444209
user_1vEEnSXj	0.07192972370517584	0.025244084155992823
